FD ,UD,RÉGION,IDCC déclaré,SIRET,Raison sociale,CP,Ville,durée mandat,Nb Colleges,Inscrits par CSE,% Inscrits ICTAM,Votants par CSE,Taux Participation,SVE CSE,Taille_entreprise,Taille_entreprise_2,Presence CGT,Presence CFDT,Presence FO,Presence CFTC,Presence CGC,Presence UNSA,Presence SUD,Presence AUTRES,CGT par CSE,% CGT,CFDT par CSE,FO par CSE,CFTC par CSE,CGC par CSE,UNSA par CSE,SUD par CSE,AUTRES par CSE,Date_prochain scrutin,Année du prochain mandat,Date Visite syndicat,Date Formation,Quadrimestre prochain scrutin,Siren,Effectif Siren,Tranche effectif Siren,"Groupe SBF 120
O/N",Nom du groupe,UL CONCERNÉE,Intitulé de la convention Collective
METAUX,59,NPC,3248,33135528900017,NORD CHROME,59760,GRANDE SYNTHE,4A,2,91,0.3076923076923077,38,0.418,35.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-01-11,2027,2026-01-11,2026-03-12 20:00:00,2027-1,331 355 289,91,De 11 à 100,CAC40,ARCELORMITTAL,UL DUNKERQUE,CCN de la métallurgie
FNSCBA,73,AURA,2614,43388867400184,EUROVIA ALPES - ETABLISSEMENT D ALBERTVILLE,73800,LES MARCHES,4A,2,91,0.37362637362637363,57,0.626,50.0,50 à 99,De 11 à 100,N,O,N,O,N,N,N,N,0.0,0.0,37.0,0.0,13.0,0.0,0.0,0.0,0.0,2027-09-29,2027,2026-09-29,2026-11-28 20:00:00,2027-3,433 888 674,444,400 à 499,CAC40,VINCI,UL MONTMELIAN,CC TRAVAUX PUBLICS ETAM
FNSCBA,33,NAQ,3249,53743318700425,CMGO NORD AQUITAINE,33650,ST SELVE,4A,2,91,0.38461538461538464,83,0.912,76.0,50 à 99,De 11 à 100,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,2027-06-16,2027,2026-06-16,2026-08-15 20:00:00,2027-2,537 433 187,466,400 à 499,CAC40,BOUYGUES,UL BEGLES,CCN des industries carrières et matériaux de construction
FNSCBA,1,AURA,3212,53791557100021,ETABLISSEMENT MIRIBEL,1700,MIRIBEL,4A,2,91,0.23076923076923078,59,0.648,54.0,50 à 99,De 11 à 100,N,O,O,N,N,N,N,N,0.0,0.0,38.0,16.0,0.0,0.0,0.0,0.0,0.0,2027-09-26,2027,2026-09-26,2026-11-25 20:00:00,2027-3,537 915 571,91,De 11 à 100,CAC40,VINCI,UL LA COTIERE,CCN des cadres des travaux publics
[FD NON RENSEIGNEE],78,IDF,9999,53793463000154,FACEO FM IDF VF SIP,78230,LE PECQ,4A,1,91,0.0,64,0.703,62.0,50 à 99,De 11 à 100,N,O,N,N,O,N,N,N,0.0,0.0,12.0,0.0,0.0,50.0,0.0,0.0,0.0,2025-09-09,2025,2024-09-09,2024-11-08 20:00:00,2025-3,537 934 630,300,300 à 399,CAC40,VINCI,UL POISSY,IDCC non renseignée ou inconnue
TRANSPORTS,85,PDL,2149,86780051800310,GRANJOUAN LA ROCHE SUR YON,85000,LA ROCHE SUR YON,4A,2,90,0.3,60,0.667,52.0,50 à 99,De 11 à 100,O,O,N,N,N,N,N,N,32.0,0.6153846153846154,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2028-03-22,2028,2027-03-23,2027-05-22 20:00:00,2028-1,867 800 518,691,500 à 999,CAC40,VEOLIA ENVIRONNEMENT,UL 85,CC DECHET ACTIVITES
FNSCBA,6,PACA,1702,30719101500246,EUROVIA PROVENCE ALPES COTE D'AZUR,6200,NICE,4A,2,89,0.3146067415730337,71,0.798,55.0,50 à 99,De 11 à 100,N,N,O,O,N,N,N,N,0.0,0.0,0.0,32.0,23.0,0.0,0.0,0.0,0.0,2027-07-10,2027,2026-07-10,2026-09-08 20:00:00,2027-2,307 191 015,514,500 à 999,CAC40,VINCI,UL NICE,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,13,PACA,2614,30719101500428,EUROVIA PROVENCE ALPES COTE D'AZUR,13011,MARSEILLE,4A,2,89,0.3258426966292135,74,0.831,61.0,50 à 99,De 11 à 100,O,N,N,N,N,N,N,O,16.0,0.26229508196721313,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2027-07-10,2027,2026-07-10,2026-09-08 20:00:00,2027-2,307 191 015,514,500 à 999,CAC40,VINCI,,CC TRAVAUX PUBLICS ETAM
FILPAC,92,IDF,86,33431719500082,HAVAS LIFE PARIS,92800,PUTEAUX,4A,2,89,0.0,24,0.27,24.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-11-24,2027,2026-11-24,2027-01-23 20:00:00,2027-3,334 317 195,89,De 11 à 100,CAC40,VIVENDI,UL PUTEAUX,CCN des entreprises de publicité et assimilées
FNIC,33,NAQ,176,77566225700143,SWI,33450,ST LOUBES,4A,2,89,0.7752808988764045,85,0.955,83.0,50 à 99,De 11 à 100,N,O,O,N,N,N,N,N,0.0,0.0,46.0,37.0,0.0,0.0,0.0,0.0,0.0,2027-11-30,2027,2026-11-30,2027-01-29 20:00:00,2027-3,775 662 257,2149,2000 à 2999,CAC40,SANOFI,UL PRESQU ILE,CC PHARMACEUTIQUE INDUSTRIE
METAUX,75,IDF,1090,79002060600022,FREE2MOVE SAS,75009,PARIS,4A,2,89,0.7191011235955056,81,0.91,80.0,50 à 99,De 11 à 100,N,O,N,O,O,N,N,N,0.0,0.0,13.0,0.0,3.0,64.0,0.0,0.0,0.0,2025-11-25,2025,2024-11-25,2025-01-24 20:00:00,2025-3,790 020 606,89,De 11 à 100,CAC40,PSA GROUPE,UL PARIS 9,CC AUTOMOBILE SERVICES
FNSCBA,49,PDL,2614,5720137800080,ENTREPRISE HUMBERT ET CIE,49800,TRELAZE,4A,2,88,0.26136363636363635,62,0.705,44.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-11-25,2026,2025-11-25,2026-01-24 20:00:00,2026-3,057 201 378,88,De 11 à 100,CAC40,VEOLIA ENVIRONNEMENT,UL TRELAZE,CC TRAVAUX PUBLICS ETAM
FNSCBA,13,PACA,1702,30719101500113,EUROVIA PROVENCE ALPES COTE D'AZUR,13110,PORT DE BOUC,4A,2,88,0.3522727272727273,75,0.852,69.0,50 à 99,De 11 à 100,O,N,N,N,N,N,N,O,32.0,0.463768115942029,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2027-07-10,2027,2026-07-10,2026-09-08 20:00:00,2027-2,307 191 015,514,500 à 999,CAC40,VINCI,UL PORT DE BOUC,CC TRAVAUX PUBLICS OUVRIERS
METAUX,13,PACA,1090,31221230100500,RRG MICHELET,13008,MARSEILLE,4A,2,88,0.6022727272727273,86,0.977,82.0,50 à 99,De 11 à 100,O,N,N,O,O,N,N,N,32.0,0.3902439024390244,0.0,0.0,11.0,39.0,0.0,0.0,0.0,2027-10-19,2027,2026-10-19,2026-12-18 20:00:00,2027-3,312 212 301,3253,3000 à 3999,CAC40,RENAULT,,CC AUTOMOBILE SERVICES
FNSCBA,86,NAQ,2614,32933888300849,COLAS FRANCE TO POITIERS,86580,BIARD,4A,2,88,0.3068181818181818,79,0.898,70.0,50 à 99,De 11 à 100,N,N,O,N,N,N,N,N,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,2026-10-17,2026,2025-10-17,2025-12-16 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL POITIERS FUTUR,CC TRAVAUX PUBLICS ETAM
FNSCBA,8,GES,1702,32933888301797,COLAS FRANCE TNE AGENCE ARDENNES,8201,SEDAN,4A,2,88,0.2840909090909091,76,0.864,59.0,50 à 99,De 11 à 100,N,N,O,N,N,N,N,N,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,2026-10-20,2026,2025-10-20,2025-12-19 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL SEDAN,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,95,IDF,2614,32933888302654,COLAS FRANCE TIDFN PIERRELAYE,95480,PIERRELAYE,4A,2,88,0.38636363636363635,70,0.795,65.0,50 à 99,De 11 à 100,N,N,O,N,N,N,N,N,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,2026-10-12,2026,2025-10-12,2025-12-11 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL CERGY,CC TRAVAUX PUBLICS ETAM
METAUX,92,IDF,3248,38370387300117,SAFT SAS,92300,LEVALLOIS PERRET,4A,2,88,1.0,59,0.67,59.0,50 à 99,De 11 à 100,N,O,N,N,O,N,N,N,0.0,0.0,31.0,0.0,0.0,28.0,0.0,0.0,0.0,2026-10-11,2026,2025-10-11,2025-12-10 20:00:00,2026-3,383 703 873,1581,1000 à 1999,CAC40,TOTAL,UL LEVALLOIS,CCN de la métallurgie
FAPT,59,NPC,2148,40297448900054,NORDNET,59650,VILLENEUVE D ASCQ,4A,2,88,0.8636363636363636,57,0.648,11.0,50 à 99,De 11 à 100,N,N,N,N,O,N,N,O,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,2027-09-19,2027,2026-09-19,2026-11-18 20:00:00,2027-3,402 974 489,88,De 11 à 100,CAC40,ORANGE,UL LILLE,CC TELECOMMUNICATIONS
FNSCBA,88,GES,3249,42118530700061,AGENCE ALSACE LORRAINE CMNE,88110,RAON L ETAPE,4A,2,88,0.3409090909090909,65,0.739,62.0,50 à 99,De 11 à 100,O,N,O,O,N,N,N,N,34.0,0.5483870967741935,0.0,17.0,11.0,0.0,0.0,0.0,0.0,2026-06-16,2026,2025-06-16,2025-08-15 20:00:00,2026-2,421 185 307,203,200 à 299,CAC40,BOUYGUES,UL RAON,CCN des industries carrières et matériaux de construction
FNSCBA,77,IDF,2609,47940510200043,SDEL IDF INDUSTRIE,77720,MORMANT,4A,2,88,0.5909090909090909,57,0.648,50.0,50 à 99,De 11 à 100,O,O,N,N,N,N,N,N,24.0,0.48,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-01-10,2027,2026-01-10,2026-03-11 20:00:00,2027-1,479 405 102,88,De 11 à 100,CAC40,VINCI,UL MELUN,CC BATIMENT ETAM
COMMERCE & SERVICES,64,NAQ,2216,48759616500166,BAYONNE - SDNH,64990,ST PIERRE D IRUBE,4A,2,88,0.06818181818181818,65,0.739,61.0,50 à 99,De 11 à 100,N,N,O,N,O,N,N,N,0.0,0.0,0.0,58.0,0.0,3.0,0.0,0.0,0.0,2027-10-10,2027,2026-10-10,2026-12-09 20:00:00,2027-3,487 596 165,1068,1000 à 1999,CAC40,CARREFOUR,UL BAYONNE,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
FNSCBA,26,AURA,2614,53790842800213,CNSE-ACTEMIUM PROJETS NUCLEAIRES FRANCE,26700,PIERRELATTE,4A,4,88,0.8181818181818182,71,0.807,71.0,50 à 99,De 11 à 100,N,O,N,O,O,N,N,N,0.0,0.0,44.0,0.0,4.0,23.0,0.0,0.0,0.0,2027-12-08,2027,2026-12-08,2027-02-06 20:00:00,2027-3,537 908 428,110,100 à 199,CAC40,VINCI,UL PIERRELATTE,CC TRAVAUX PUBLICS ETAM
TRANSPORTS,44,PDL,2149,86780051800070,GRANDJOUAN GUERANDE,44350,GUERANDE,4A,1,88,0.0,56,0.636,54.0,50 à 99,De 11 à 100,O,N,N,N,N,N,N,N,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028-03-22,2028,2027-03-23,2027-05-22 20:00:00,2028-1,867 800 518,691,500 à 999,CAC40,VEOLIA ENVIRONNEMENT,UL ST NAZAIRE,CC DECHET ACTIVITES
METAUX,68,GES,3248,34243506200027,PROFIL DU FUTUR,68180,HORBOURG WIHR,4A,2,87,0.5977011494252874,81,0.931,78.0,50 à 99,De 11 à 100,O,N,O,O,N,N,N,N,21.0,0.2692307692307692,0.0,9.0,48.0,0.0,0.0,0.0,0.0,2028-06-18,2028,2027-06-19,2027-08-18 20:00:00,2028-2,342 435 062,87,De 11 à 100,CAC40,ARCELORMITTAL,UL COLMAR,CCN de la métallurgie
FNSCBA,14,NOR,1597,41473299000026,FABRICATION,14123,CORMELLES LE ROYAL,2A,3,87,0.40229885057471265,48,0.552,43.0,50 à 99,De 11 à 100,O,N,N,N,N,N,N,N,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-03-15,2023,2022-03-15,2022-05-14 20:00:00,2023-1,414 732 990,339,300 à 399,CAC40,VINCI,UL CORMELLES LE ROYAL,CC BATIMENT OUVRIERS (PLUS DE 10 SALARIES)
FNSCBA,67,GES,2609,41479408100045,SDEL ALSACE,67550,VENDENHEIM,4A,3,87,0.6896551724137931,45,0.517,37.0,50 à 99,De 11 à 100,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,2027-11-23,2027,2026-11-23,2027-01-22 20:00:00,2027-3,414 794 081,116,100 à 199,CAC40,VINCI,UL SCHILTIGHEIM,CC BATIMENT ETAM
FNIC,92,IDF,1982,48777815100125,ADEP ASSISTANCE,92000,NANTERRE,4A,2,87,0.5517241379310345,61,0.701,54.0,50 à 99,De 11 à 100,O,O,N,N,N,N,N,N,40.0,0.7407407407407407,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-13,2026,2025-06-13,2025-08-12 20:00:00,2026-2,487 778 151,87,De 11 à 100,CAC40,AIR LIQUIDE,UL NANTERRE,CC MEDICO-TECHNIQUES NEGOCE ET PRESTATIONS DE SERVICE
FNSCBA,59,NPC,1702,52886273300086,SANTERNE FLUIDES,59320,SEQUEDIN,4A,3,87,0.6896551724137931,73,0.839,69.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-11-18,2026,2025-11-18,2026-01-17 20:00:00,2026-3,528 862 733,168,100 à 199,CAC40,VINCI,UL LILLE,CC TRAVAUX PUBLICS OUVRIERS
METAUX,75,IDF,3248,82408202800054,IN IDT,75116,PARIS,4A,2,87,0.896551724137931,61,0.701,58.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-12-08,2027,2026-12-08,2027-02-06 20:00:00,2027-3,824 082 028,87,De 11 à 100,CAC40,THALES,UL PARIS 16,CCN de la métallurgie
FNSCBA,63,AURA,2614,32063704400050,RENON,63530,VOLVIC,4A,2,86,0.0,60,0.698,49.0,50 à 99,De 11 à 100,O,N,N,N,N,N,N,N,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-11-16,2027,2026-11-16,2027-01-15 20:00:00,2027-3,320 637 044,86,De 11 à 100,CAC40,VINCI,UL RIOM,CC TRAVAUX PUBLICS ETAM
FNSCBA,13,PACA,1702,32505949100101,SOGEA PROVENCE,13127,VITROLLES,4A,2,86,0.36046511627906974,82,0.953,74.0,50 à 99,De 11 à 100,O,O,N,N,O,N,N,N,43.0,0.581081081081081,11.0,0.0,0.0,20.0,0.0,0.0,0.0,2027-11-17,2027,2026-11-17,2027-01-16 20:00:00,2027-3,325 059 491,86,De 11 à 100,CAC40,VINCI,UL VITROLLES,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,47,NAQ,1702,32933888303504,COLAS FRANCE TO BON ENCONTRE,47240,BON ENCONTRE,4A,2,86,0.36046511627906974,80,0.93,66.0,50 à 99,De 11 à 100,O,N,O,N,N,N,N,N,40.0,0.6060606060606061,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2026-10-21,2026,2025-10-21,2025-12-20 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL AGEN,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,31,OCC,1702,50140147500022,GTM SUD OUEST TP GC,31081,TOULOUSE,4A,1,86,0.0,58,0.674,56.0,50 à 99,De 11 à 100,N,N,O,N,N,N,N,N,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,2027-06-08,2027,2026-06-08,2026-08-07 20:00:00,2027-2,501 401 475,86,De 11 à 100,CAC40,VINCI,UL 31,CC TRAVAUX PUBLICS OUVRIERS
[FD NON RENSEIGNEE],92,IDF,9999,53793463000147,FACEO FM IDF VF ITS,92000,NANTERRE,4A,1,86,0.0,57,0.663,54.0,50 à 99,De 11 à 100,N,O,O,N,O,N,N,N,0.0,0.0,18.0,20.0,0.0,16.0,0.0,0.0,0.0,2025-09-09,2025,2024-09-09,2024-11-08 20:00:00,2025-3,537 934 630,300,300 à 399,CAC40,VINCI,UL NANTERRE,IDCC non renseignée ou inconnue
FNSCBA,44,PDL,1702,58208178200457,NANTES,44220,COUERON,4A,2,86,0.46511627906976744,72,0.837,67.0,50 à 99,De 11 à 100,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,2026-11-07,2026,2025-11-07,2026-01-06 20:00:00,2026-3,582 081 782,1274,1000 à 1999,CAC40,BOUYGUES,UL BASSE LOIRE,CC TRAVAUX PUBLICS OUVRIERS
SOCIETES D'ETUDES,92,IDF,1486,30829343000077,CSA,92800,PUTEAUX,4A,1,85,1.0,64,0.753,63.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-03-21,2027,2026-03-21,2026-05-20 20:00:00,2027-1,308 293 430,85,De 11 à 100,CAC40,VIVENDI,UL PUTEAUX,"CCN des bureaux d'études techniques, des cabinets d'ingénieurs-conseils et des sociétés de conseils du 16 juillet 2021"
FNSCBA,42,AURA,1702,32933888302340,COLAS FRANCE TSE AGENCE LOIRE,42100,ST ETIENNE,4A,2,85,0.27058823529411763,73,0.859,61.0,50 à 99,De 11 à 100,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,2026-10-20,2026,2025-10-20,2025-12-19 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL SAINT ETIENNE,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,33,NAQ,2614,32933888304585,COLAS FRANCE TO GIRONDE EST,33910,ST DENIS DE PILE,4A,2,85,0.36470588235294116,83,0.976,77.0,50 à 99,De 11 à 100,O,N,O,O,N,N,N,N,24.0,0.3116883116883117,0.0,8.0,45.0,0.0,0.0,0.0,0.0,2026-10-12,2026,2025-10-12,2025-12-11 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL LIBOURNE,CC TRAVAUX PUBLICS ETAM
FNSCBA,25,BFC,2614,34889929500342,EUROVIA BOURGOGNE FRANCHE COMTE,25320,CHEMAUDIN,4A,2,85,0.0,23,0.271,22.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-05-24,2027,2026-05-24,2026-07-23 20:00:00,2027-2,348 899 295,319,300 à 399,CAC40,VINCI,UL 25,CC TRAVAUX PUBLICS ETAM
TRANSPORTS,76,NOR,2149,35173548500051,VEOLIA PROPRETE NORMANDIE,76000,ROUEN,4A,1,85,0.0,54,0.635,48.0,50 à 99,De 11 à 100,O,N,N,N,N,N,N,N,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-11-23,2027,2026-11-23,2027-01-22 20:00:00,2027-3,351 735 485,240,200 à 299,CAC40,VEOLIA ENVIRONNEMENT,UL 76,CC DECHET ACTIVITES
FNSCBA,86,NAQ,2614,41239570900220,EUROVIA,86000,POITIERS,4A,2,85,0.3411764705882353,75,0.882,70.0,50 à 99,De 11 à 100,O,N,O,N,N,N,N,N,28.0,0.4,0.0,42.0,0.0,0.0,0.0,0.0,0.0,2027-10-09,2027,2026-10-09,2026-12-08 20:00:00,2027-3,412 395 709,687,500 à 999,CAC40,VINCI,UL POITIERS FUTUR,CC TRAVAUX PUBLICS ETAM
FNIC,92,IDF,44,43003689700048,ALIZENT INTERNATIONAL,92400,COURBEVOIE,3A,1,85,1.0,64,0.753,64.0,50 à 99,De 11 à 100,N,N,N,N,O,N,N,N,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,2026-12-07,2026,2025-12-07,2026-02-05 20:00:00,2026-3,430 036 897,85,De 11 à 100,CAC40,AIR LIQUIDE,UL COURBEVOIE,CCN des industries chimiques et connexes
FNSCBA,74,AURA,1702,32933888304460,COLAS FRANCE ETABLISSEMENT D ANNECY,74330,SILLINGY,4A,2,84,0.40476190476190477,59,0.702,50.0,50 à 99,De 11 à 100,N,N,O,N,N,N,N,N,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2026-10-20,2026,2025-10-20,2025-12-19 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL ANNECY,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,54,GES,3212,32933888304924,GRANDS TRAVAUX FRANCE,54180,HEILLECOURT,4A,3,84,0.6904761904761905,55,0.655,55.0,50 à 99,De 11 à 100,O,N,O,O,N,N,N,N,5.0,0.09090909090909091,0.0,35.0,15.0,0.0,0.0,0.0,0.0,2026-10-17,2026,2025-10-17,2025-12-16 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL NANCY,CCN des cadres des travaux publics
FNSCBA,31,OCC,1702,41462916200036,EUROVIA MIDI PYRENNES,31240,ST JEAN,4A,1,84,0.0,43,0.512,40.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-04-03,2027,2026-04-03,2026-06-02 20:00:00,2027-1,414 629 162,256,200 à 299,CAC40,VINCI,UL NORD EST,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,56,BRE,3249,53743318700052,CMGO BRETAGNE,56390,GRANDCHAMP,4A,2,84,0.38095238095238093,81,0.964,73.0,50 à 99,De 11 à 100,N,N,O,N,N,N,N,N,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,2027-06-16,2027,2026-06-16,2026-08-15 20:00:00,2027-2,537 433 187,466,400 à 499,CAC40,BOUYGUES,UL VANNES,CCN des industries carrières et matériaux de construction
FNSCBA,41,CVL,1702,77559249600191,EUROVIA CENTRE LOIRE ETABLISSEMENT DE BLOIS,41000,BLOIS,4A,1,84,0.0,8,0.095,5.0,50 à 99,De 11 à 100,O,N,N,N,N,N,N,N,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-11-10,2027,2026-11-10,2027-01-09 20:00:00,2027-3,775 592 496,726,500 à 999,CAC40,VINCI,UL BLOIS,CC TRAVAUX PUBLICS OUVRIERS
METAUX,37,CVL,1090,30247504102493,PSA RETAIL TOURS,37100,TOURS,4A,2,83,0.5783132530120482,76,0.916,71.0,50 à 99,De 11 à 100,O,N,O,N,O,N,N,N,17.0,0.23943661971830985,0.0,14.0,0.0,40.0,0.0,0.0,0.0,2026-11-24,2026,2025-11-24,2026-01-23 20:00:00,2026-3,302 475 041,4159,4000 à 4999,CAC40,PSA GROUPE,UL 37,CC AUTOMOBILE SERVICES
FNSCBA,36,CVL,1702,32933888300146,COLAS FRANCE,36330,LE POINCONNET,4A,2,83,0.2891566265060241,66,0.795,62.0,50 à 99,De 11 à 100,N,N,O,N,N,N,N,N,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,2026-10-13,2026,2025-10-13,2025-12-12 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL CHATEAUROUX,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,31,OCC,2614,32933888302167,COLAS FRANCE TO TOULOUSE SUD,31860,LABARTHE SUR LEZE,4A,2,83,0.4578313253012048,71,0.855,58.0,50 à 99,De 11 à 100,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,2026-10-18,2026,2025-10-18,2025-12-17 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL MURET,CC TRAVAUX PUBLICS ETAM
FNSCBA,11,OCC,2614,32933888303629,COLAS FRANCE TSE CARCASSONNE,11000,CARCASSONNE,4A,2,83,0.2891566265060241,78,0.94,73.0,50 à 99,De 11 à 100,O,N,O,O,N,N,N,N,36.0,0.4931506849315068,0.0,9.0,28.0,0.0,0.0,0.0,0.0,2026-10-20,2026,2025-10-20,2025-12-19 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL 11,CC TRAVAUX PUBLICS ETAM
PORTS ET DOCKS,38,AURA,1408,35326155500133,STEDIS,38400,ST MARTIN D HERES,2A,3,83,0.7951807228915663,61,0.735,52.0,50 à 99,De 11 à 100,N,N,N,N,N,N,N,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2023-06-21,2023,2022-06-21,2022-08-20 20:00:00,2023-2,353 261 555,150,100 à 199,CAC40,TOTAL,UL SAINT MARTIN D HERES,CC COMBUSTIBLES SOLIDES LIQUIDES GAZEUX NEGOCE
METAUX,974,LRE,3248,50906430900024,ENDEL REUNION,97427,L ETANG SALE,4A,1,83,0.0,67,0.807,64.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-10-03,2027,2026-10-03,2026-12-02 20:00:00,2027-3,509 064 309,83,De 11 à 100,CAC40,ENGIE,,CCN de la métallurgie
FNSCBA,63,AURA,2614,53791530800135,CEGELEC,63100,CLERMONT FERRAND,4A,2,83,0.6506024096385542,49,0.59,43.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-03,2025,2024-10-03,2024-12-02 20:00:00,2025-3,537 915 308,83,De 11 à 100,CAC40,VINCI,UL CLERMONT VILLE,CC TRAVAUX PUBLICS ETAM
TRANSPORTS,87,NAQ,2149,55980442200025,VEOLIA PROPRETE LIMOUSIN,87000,LIMOGES,4A,1,83,0.0,80,0.964,77.0,50 à 99,De 11 à 100,N,N,O,N,N,N,N,N,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,2027-11-29,2027,2026-11-29,2027-01-28 20:00:00,2027-3,559 804 422,83,De 11 à 100,CAC40,VEOLIA ENVIRONNEMENT,UL LIMOGES NORD,CC DECHET ACTIVITES
FNSCBA,51,GES,2614,32933888302571,ETABLISSEMENT DE SAINT MEMMIE,51013,CHALONS EN CHAMPAGNE,4A,2,82,0.32926829268292684,74,0.902,61.0,50 à 99,De 11 à 100,N,N,O,N,N,N,N,N,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,2026-10-10,2026,2025-10-10,2025-12-09 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL CHALONS EN CHAMPAGNE,CC TRAVAUX PUBLICS ETAM
FNSCBA,34,OCC,3249,34484385900762,CMSE - AGENCE BPE,34350,VENDRES,4A,2,82,0.4268292682926829,42,0.512,39.0,50 à 99,De 11 à 100,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,2026-09-19,2026,2025-09-19,2025-11-18 20:00:00,2026-3,344 843 859,420,400 à 499,CAC40,BOUYGUES,UL BEZIERS,CCN des industries carrières et matériaux de construction
